company_name,domain,linkedin_url,hq_city,hq_country,employee_count,estimated_revenue,industry,signal(s),qualified (yes/no),notes
"Breezy Hill Nursery, Inc.",breezyhillnursery.com,https://www.linkedin.com/company/breezy-hill-landscape-design,Salem,United States,76,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
RedTag,redtag.digital,https://www.linkedin.com/company/redtagagency,Louisville,United States,51,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
"Grindline Skateparks, Inc",grindline.com,https://www.linkedin.com/company/grindline-skateparks-inc,Seattle,United States,27,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
FÖDA®,fodastudio.com,https://www.linkedin.com/company/f-da-studio,Austin,United States,23,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Adcalls,adcalls.nl,https://www.linkedin.com/company/adcalls,Em,Netherlands,16,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Black Bear Design,blackbeardesign.com,https://www.linkedin.com/company/black-bear-design-group-inc,Atlanta,United States,15,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
"Color Communications, Llc",ccicolor.com,https://www.linkedin.com/company/color-communications-inc-,Chicago,United States,66,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Inprela Communications,inprela.com,https://www.linkedin.com/company/inprela-communications,Minneapolis,United States,14,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
National Consumer Panel,ncppanel.com,https://www.linkedin.com/company/national-consumer-panel,Syosset,United States,64,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Vshift,vshift.com,https://www.linkedin.com/company/vshift,New York,United States,28,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Traffic Builders Digital Marketing,trafficbuilders.us,https://www.linkedin.com/company/traffic-builders,Bayville,United States,22,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
"Stokes Creative Group, Inc",stokescg.com,https://www.linkedin.com/company/stokes-creative-group-inc.,Mount Laurel,United States,18,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Merz Branding,merzbranding.com,https://www.linkedin.com/company/merzbranding,Media,United States,12,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Mvp Interactive,mvp-interactive.com,https://www.linkedin.com/company/mvp-interactive,Philadelphia,United States,16,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
DRIVEN360,drivenpublicrelations.com,https://www.linkedin.com/company/driven-public-relations,Peachtree Corners,United States,11,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
E.J. Krause & Associates,ejkrause.com,https://www.linkedin.com/company/e.j.-krause-&-associates,Washington,United States,45,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
